orig_location,address_clean,latitude,longitude
481 S LOOMIS ST,"481 S LOOMIS ST Chicago, IL",41.8600958,-87.6614226
14 E JACKSON BLVD,"14 E JACKSON BLVD Chicago, IL",41.87827665,-87.62721173
282 E RANDOLPH ST,"282 E RANDOLPH ST Chicago, IL",41.88457344,-87.62102651
621 W HARRISON ST,"621 W HARRISON ST Chicago, IL",41.87430629,-87.64276901
1173 S LOOMIS ST,"1173 S LOOMIS ST Chicago, IL",41.86789671,-87.6615193
1093 S LOOMIS ST,"1093 S LOOMIS ST Chicago, IL",41.86864274,-87.66154451
1025 S LOOMIS ST,"1025 S LOOMIS ST Chicago, IL",41.86913961,-87.6615598
479 S LOOMIS ST,"479 S LOOMIS ST Chicago, IL",41.87512327,-87.6618214
431 S MORGAN ST,"431 S MORGAN ST Chicago, IL",41.87624368,-87.65178874
1443 W ROOSEVELT RD,"1443 W ROOSEVELT RD Chicago, IL",41.86684258,-87.66262649
1075 W ROOSEVELT RD,"1075 W ROOSEVELT RD Chicago, IL",41.8666891,-87.6539712
1193 W TAYLOR ST,"1193 W TAYLOR ST Chicago, IL",41.86936856,-87.65608072
122 S MICHIGAN AVE,"122 S MICHIGAN AVE Chicago, IL",41.88030259,-87.62451308
370 W CHICAGO AVE,"370 W CHICAGO AVE Chicago, IL",41.89660305,-87.63777117
1056 W CHICAGO AVE,"1056 W CHICAGO AVE Chicago, IL",41.89632744,-87.65492884
99 S CANAL ST,"99 S CANAL ST Chicago, IL",41.88065094,-87.63957036
1418 W HUBBARD ST,"1418 W HUBBARD ST Chicago, IL",41.89000044,-87.66312116
1528 W HUBBARD ST,"1528 W HUBBARD ST Chicago, IL",41.88995544,-87.66598252
48 W JACKSON BLVD,"48 W JACKSON BLVD Chicago, IL",41.87823744,-87.62819827
1510 W JACKSON BLVD,"1510 W JACKSON BLVD Chicago, IL",41.87771902,-87.66461964
1508 W JACKSON BLVD,"1508 W JACKSON BLVD Chicago, IL",41.87771982,-87.66457613
450 S LOOMIS ST,"450 S LOOMIS ST Chicago, IL",41.87547947,-87.66183531
1333 W ROOSEVELT RD,"1333 W ROOSEVELT RD Chicago, IL",41.86688466,-87.65994841
1211 W ROOSEVELT RD,"1211 W ROOSEVELT RD Chicago, IL",41.86693548,-87.65695531
1276 N CLYBOURN AVE,"1276 N CLYBOURN AVE Chicago, IL",41.90520269,-87.64167545
73 W ILLINOIS ST,"73 W ILLINOIS ST Chicago, IL",41.89077511,-87.63041121
1178 N MILWAUKEE AVE,"1178 N MILWAUKEE AVE Chicago, IL",41.90301963,-87.66607284
1193 W HUBBARD ST,"1193 W HUBBARD ST Chicago, IL",41.88993085,-87.65717356
158 W ONTARIO ST,"158 W ONTARIO ST Chicago, IL",41.89325844,-87.63306591
205 W ONTARIO ST,"205 W ONTARIO ST Chicago, IL",41.8931243,-87.63479759
306 N ORLEANS ST,"306 N ORLEANS ST Chicago, IL",41.88777927,-87.63625874
330 N ORLEANS ST,"330 N ORLEANS ST Chicago, IL",41.88781439,-87.63629222
1551 N DEARBORN ST,"1551 N DEARBORN ST Chicago, IL",41.91034611,-87.63010303
361 E RANDOLPH ST,"361 E RANDOLPH ST Chicago, IL",41.88427999,-87.61894984
862 N NOBLE ST,"862 N NOBLE ST Chicago, IL",41.89748975,-87.66251699
979 W HUBBARD ST,"979 W HUBBARD ST Chicago, IL",41.88998485,-87.65191686
1114 W LAKE ST,"1114 W LAKE ST Chicago, IL",41.88559944,-87.65469427
839 W LAKE ST,"839 W LAKE ST Chicago, IL",41.88559455,-87.64810218
678 S HALSTED ST,"678 S HALSTED ST Chicago, IL",41.87304303,-87.64725275
525 W CHICAGO AVE,"525 W CHICAGO AVE Chicago, IL",41.89642885,-87.64192256
314 N HALSTED ST,"314 N HALSTED ST Chicago, IL",41.8869657,-87.6476284
53 E ILLINOIS ST,"53 E ILLINOIS ST Chicago, IL",41.89081436,-87.62732569
92 E ILLINOIS ST,"92 E ILLINOIS ST Chicago, IL",41.89096588,-87.62554399
1279 W WASHINGTON BLVD,"1279 W WASHINGTON BLVD Chicago, IL",41.88289602,-87.65844153
1532 W WASHINGTON BLVD,"1532 W WASHINGTON BLVD Chicago, IL",41.88319525,-87.66546408
264 E RANDOLPH ST,"264 E RANDOLPH ST Chicago, IL",41.88457344,-87.62128671
271 S FRANKLIN ST,"271 S FRANKLIN ST Chicago, IL",41.87838249,-87.63513331
246 S WELLS ST,"246 S WELLS ST Chicago, IL",41.87852269,-87.63381796
1424 N HALSTED ST,"1424 N HALSTED ST Chicago, IL",41.90708877,-87.64825727
900 N ELSTON AVE,"900 N ELSTON AVE Chicago, IL",41.89843072,-87.65667721
31 N OGDEN AVE,"31 N OGDEN AVE Chicago, IL",41.88197875,-87.66544297
18 W GRAND AVE,"18 W GRAND AVE Chicago, IL",41.89171944,-87.62838556
15 W WASHINGTON ST,"15 W WASHINGTON ST Chicago, IL",41.88316101,-87.62837449
1458 W ERIE ST,"1458 W ERIE ST Chicago, IL",41.89344357,-87.66449264
89 S CANAL ST,"89 S CANAL ST Chicago, IL",41.8807383,-87.6395735
225 N CANAL ST,"225 N CANAL ST Chicago, IL",41.88602153,-87.63976836
102 E CHICAGO AVE,"102 E CHICAGO AVE Chicago, IL",41.89676844,-87.62541891
1046 W LAKE ST,"1046 W LAKE ST Chicago, IL",41.88561639,-87.65362364
1557 W WARREN BLVD,"1557 W WARREN BLVD Chicago, IL",41.88232585,-87.66586925
1456 W HUBBARD ST,"1456 W HUBBARD ST Chicago, IL",41.88998453,-87.66425474
1512 W HUBBARD ST,"1512 W HUBBARD ST Chicago, IL",41.88995544,-87.66574161
1538 W WARREN BLVD,"1538 W WARREN BLVD Chicago, IL",41.8822984,-87.6656883
897 W LAKE ST,"897 W LAKE ST Chicago, IL",41.88558571,-87.64854644
1575 W TAYLOR ST,"1575 W TAYLOR ST Chicago, IL",41.86922185,-87.6654976
959 N DEARBORN ST,"959 N DEARBORN ST Chicago, IL",41.89943865,-87.62976872
1459 N HALSTED ST,"1459 N HALSTED ST Chicago, IL",41.90757996,-87.64811399
1461 N HALSTED ST,"1461 N HALSTED ST Chicago, IL",41.90762679,-87.64811474
1516 N ELSTON AVE,"1516 N ELSTON AVE Chicago, IL",41.90939825,-87.66142912
222 S FRANKLIN ST,"222 S FRANKLIN ST Chicago, IL",41.8785367,-87.6352892
190 S FRANKLIN ST,"190 S FRANKLIN ST Chicago, IL",41.87951814,-87.63531759
57 S CANAL ST,"57 S CANAL ST Chicago, IL",41.88101772,-87.63958372
1418 W ERIE ST,"1418 W ERIE ST Chicago, IL",41.89346127,-87.66310636
419 W ADAMS ST,"419 W ADAMS ST Chicago, IL",41.87926585,-87.63871987
1559 N CLARK ST,"1559 N CLARK ST Chicago, IL",41.90953508,-87.63153334
83 N DEARBORN ST,"83 N DEARBORN ST Chicago, IL",41.88305411,-87.62936084
240 N DEARBORN ST,"240 N DEARBORN ST Chicago, IL",41.88622073,-87.62958877
408 W ADAMS ST,"408 W ADAMS ST Chicago, IL",41.87938194,-87.63862721
405 W ADAMS ST,"405 W ADAMS ST Chicago, IL",41.87927121,-87.6385706
430 W ADAMS ST,"430 W ADAMS ST Chicago, IL",41.87938034,-87.63884269
452 W ADAMS ST,"452 W ADAMS ST Chicago, IL",41.87937687,-87.63906485
9 W ILLINOIS ST,"9 W ILLINOIS ST Chicago, IL",41.89080295,-87.62840159
1332 W HUBBARD ST,"1332 W HUBBARD ST Chicago, IL",41.89000944,-87.66056151
469 S LOOMIS ST,"469 S LOOMIS ST Chicago, IL",41.8444321,-87.6599445
852 N ELSTON AVE,"852 N ELSTON AVE Chicago, IL",41.89792074,-87.65665796
701 W ROOSEVELT RD,"701 W ROOSEVELT RD Chicago, IL",41.86710685,-87.64523919
951 S CANAL ST,"951 S CANAL ST Chicago, IL",41.87050782,-87.63922642
309 W HARRISON ST,"309 W HARRISON ST Chicago, IL",41.87438547,-87.63656043
285 W HARRISON ST,"285 W HARRISON ST Chicago, IL",41.87440911,-87.63482223
1573 W WARREN BLVD,"1573 W WARREN BLVD Chicago, IL",41.88232585,-87.66603955
63 S CANAL ST,"63 S CANAL ST Chicago, IL",41.88096533,-87.63958181
185 N CANAL ST,"185 N CANAL ST Chicago, IL",41.88547728,-87.6397649
732 N STATE ST,"732 N STATE ST Chicago, IL",41.89519796,-87.62824007
897 W ROOSEVELT RD,"897 W ROOSEVELT RD Chicago, IL",41.86705885,-87.64935399
100 E CHICAGO AVE,"100 E CHICAGO AVE Chicago, IL",41.89676844,-87.62542928
1187 W TAYLOR ST,"1187 W TAYLOR ST Chicago, IL",41.86936982,-87.65601254
1424 W ERIE ST,"1424 W ERIE ST Chicago, IL",41.89345913,-87.66333933
413 W MADISON ST,"413 W MADISON ST Chicago, IL",41.88183085,-87.63875999
909 N DEARBORN ST,"909 N DEARBORN ST Chicago, IL",41.89938326,-87.62976692
936 N WELLS ST,"936 N WELLS ST Chicago, IL",41.9000629,-87.63441008
441 W WASHINGTON ST,"441 W WASHINGTON ST Chicago, IL",41.88318785,-87.63943301
341 N DESPLAINES ST,"341 N DESPLAINES ST Chicago, IL",41.88818472,-87.64423599
1015 N CLARK ST,"1015 N CLARK ST Chicago, IL",41.90077968,-87.63127865
839 N NOBLE ST,"839 N NOBLE ST Chicago, IL",41.89687451,-87.66234381
1229 N CLARK ST,"1229 N CLARK ST Chicago, IL",41.86674719,-87.63034146
913 W HUBBARD ST,"913 W HUBBARD ST Chicago, IL",41.88999385,-87.65076395
814 W HUBBARD ST,"814 W HUBBARD ST Chicago, IL",41.890138,-87.6481014
500 W GRAND AVE,"500 W GRAND AVE Chicago, IL",41.89155112,-87.63996385
435 W CHICAGO AVE,"435 W CHICAGO AVE Chicago, IL",41.89647069,-87.6391681
30 E GRAND AVE,"30 E GRAND AVE Chicago, IL",41.89174768,-87.62639259
587 S MORGAN ST,"587 S MORGAN ST Chicago, IL",41.87518078,-87.6517633
640 N WELLS ST,"640 N WELLS ST Chicago, IL",41.89369442,-87.63420144
1501 W LAKE ST,"1501 W LAKE ST Chicago, IL",41.88530263,-87.6655131
502 S HALSTED ST,"502 S HALSTED ST Chicago, IL",41.87498749,-87.64722819
1408 W ERIE ST,"1408 W ERIE ST Chicago, IL",41.89346485,-87.66271808
855 W TAYLOR ST,"855 W TAYLOR ST Chicago, IL",41.86944266,-87.64889386
64 E GRAND AVE,"64 E GRAND AVE Chicago, IL",41.8917582,-87.62592147
1155 W HUBBARD ST,"1155 W HUBBARD ST Chicago, IL",41.88993985,-87.65642171
1139 W HUBBARD ST,"1139 W HUBBARD ST Chicago, IL",41.88994885,-87.65601988
813 S LOOMIS ST,"813 S LOOMIS ST Chicago, IL",41.87153255,-87.66162956
1300 N WELLS ST,"1300 N WELLS ST Chicago, IL",41.90674747,-87.63465329
23 E WASHINGTON ST,"23 E WASHINGTON ST Chicago, IL",41.88316285,-87.62652656
1500 N ELSTON AVE,"1500 N ELSTON AVE Chicago, IL",41.90907872,-87.66123462
460 E GRAND AVE,"460 E GRAND AVE Chicago, IL",41.89192086,-87.61655632
1300 W CHICAGO AVE,"1300 W CHICAGO AVE Chicago, IL",41.89623744,-87.66050321
780 N KINGSBURY ST,"780 N KINGSBURY ST Chicago, IL",41.89620856,-87.64160829
1232 W CHICAGO AVE,"1232 W CHICAGO AVE Chicago, IL",41.89625544,-87.65935208
600 W ROOSEVELT RD,"600 W ROOSEVELT RD Chicago, IL",41.86727544,-87.64226469
614 S HALSTED ST,"614 S HALSTED ST Chicago, IL",41.87406351,-87.64728978
944 N NOBLE ST,"944 N NOBLE ST Chicago, IL",41.899263,-87.66256756
955 N DEARBORN ST,"955 N DEARBORN ST Chicago, IL",41.89940738,-87.62976771
88 E GRAND AVE,"88 E GRAND AVE Chicago, IL",41.8917662,-87.62559007
1419 W ERIE ST,"1419 W ERIE ST Chicago, IL",41.89334669,-87.66310446
1149 W HUBBARD ST,"1149 W HUBBARD ST Chicago, IL",41.88993985,-87.65619631
953 W HUBBARD ST,"953 W HUBBARD ST Chicago, IL",41.88999225,-87.65143988
289 E RANDOLPH ST,"289 E RANDOLPH ST Chicago, IL",41.88424558,-87.62099489
348 E RANDOLPH ST,"348 E RANDOLPH ST Chicago, IL",41.88457344,-87.61949163
330 E RANDOLPH ST,"330 E RANDOLPH ST Chicago, IL",41.88457344,-87.6199791
192 E RANDOLPH ST,"192 E RANDOLPH ST Chicago, IL",41.88452844,-87.62384575
34 E 8TH ST,"34 E 8TH ST Chicago, IL",41.87186796,-87.62720764
736 S DEARBORN ST,"736 S DEARBORN ST Chicago, IL",41.87295747,-87.62923256
318 S DEARBORN ST,"318 S DEARBORN ST Chicago, IL",41.8778545,-87.6293994
118 N MORGAN ST,"118 N MORGAN ST Chicago, IL",41.88491726,-87.65219559
8 S MORGAN ST,"8 S MORGAN ST Chicago, IL",41.88115663,-87.65208816
6 S MORGAN ST,"6 S MORGAN ST Chicago, IL",41.88116028,-87.65208835
10 S MORGAN ST,"10 S MORGAN ST Chicago, IL",41.88115114,-87.65208805
14 S MORGAN ST,"14 S MORGAN ST Chicago, IL",41.88114016,-87.65208784
813 W MONROE ST,"813 W MONROE ST Chicago, IL",41.88042236,-87.64819815
167 W ILLINOIS ST,"167 W ILLINOIS ST Chicago, IL",41.89074085,-87.63284869
660 N WELLS ST,"660 N WELLS ST Chicago, IL",41.89411455,-87.63421331
496 S HALSTED ST,"496 S HALSTED ST Chicago, IL",41.87616768,-87.64726419
778 S HALSTED ST,"778 S HALSTED ST Chicago, IL",41.87157722,-87.64720685
941 N NOBLE ST,"941 N NOBLE ST Chicago, IL",41.89940206,-87.66241631
1459 W HUBBARD ST,"1459 W HUBBARD ST Chicago, IL",41.88986596,-87.66438246
424 N MILWAUKEE AVE,"424 N MILWAUKEE AVE Chicago, IL",41.89021836,-87.64622032
113 N MICHIGAN AVE,"113 N MICHIGAN AVE Chicago, IL",41.88461558,-87.62438124
303 E RANDOLPH ST,"303 E RANDOLPH ST Chicago, IL",41.88425185,-87.62046358
602 S FEDERAL ST,"602 S FEDERAL ST Chicago, IL",41.87446129,-87.6297435
408 E WACKER DR,"408 E WACKER DR Chicago, IL",41.8870429,-87.6267964
332 E WACKER DR,"332 E WACKER DR Chicago, IL",41.87770563,-87.63696421
322 E WACKER DR,"322 E WACKER DR Chicago, IL",41.87780415,-87.63697119
1330 W HUBBARD ST,"1330 W HUBBARD ST Chicago, IL",41.89000944,-87.66053179
311 E RANDOLPH ST,"311 E RANDOLPH ST Chicago, IL",41.88425185,-87.62041873
122 E GRAND AVE,"122 E GRAND AVE Chicago, IL",41.89179144,-87.62373031
600 N KINGSBURY ST,"600 N KINGSBURY ST Chicago, IL",41.89311625,-87.64124808
0 E ADAMS ST,"1 E ADAMS ST Chicago, IL",41.87944493,-87.62760388
360 N DEARBORN ST,"360 N DEARBORN ST Chicago, IL",41.88863933,-87.62964205
653 S JEFFERSON ST,"653 S JEFFERSON ST Chicago, IL",41.87395287,-87.64233311
670 S CANAL ST,"670 S CANAL ST Chicago, IL",41.87355554,-87.63948309
682 S CANAL ST,"682 S CANAL ST Chicago, IL",41.87341804,-87.63947785
845 W HARRISON ST,"845 W HARRISON ST Chicago, IL",41.87429029,-87.64806412
823 W HARRISON ST,"823 W HARRISON ST Chicago, IL",41.87425982,-87.64763474
201 W WASHINGTON ST,"201 W WASHINGTON ST Chicago, IL",41.88315385,-87.63393521
624 W JACKSON BLVD,"624 W JACKSON BLVD Chicago, IL",41.87805744,-87.64293282
612 W LAKE ST,"612 W LAKE ST Chicago, IL",41.88576144,-87.64343378
618 W LAKE ST,"618 W LAKE ST Chicago, IL",41.88576144,-87.64365601
644 W LAKE ST,"644 W LAKE ST Chicago, IL",41.88575244,-87.64409898
810 W FULTON MARKET,"810 W FULTON MARKET Chicago, IL",41.88683621,-87.64931519
900 W FULTON MARKET,"900 W FULTON MARKET Chicago, IL",41.88682344,-87.64991921
906 W FULTON MARKET,"906 W FULTON MARKET Chicago, IL",41.88682266,-87.65013732
1046 W FULTON MARKET,"1046 W FULTON MARKET Chicago, IL",41.88677448,-87.65388082
1108 W FULTON MARKET,"1108 W FULTON MARKET Chicago, IL",41.88674121,-87.65487271
1315 W FULTON ST,"1315 W FULTON ST Chicago, IL",41.88655933,-87.66093412
224 N MORGAN ST,"224 N MORGAN ST Chicago, IL",41.88627465,-87.65223813
312 W KINZIE ST,"312 W KINZIE ST Chicago, IL",41.88918887,-87.63716104
424 W ONTARIO ST,"424 W ONTARIO ST Chicago, IL",41.89317847,-87.63928248
432 W ONTARIO ST,"432 W ONTARIO ST Chicago, IL",41.89317623,-87.63947558
440 W ONTARIO ST,"440 W ONTARIO ST Chicago, IL",41.89317398,-87.63966868
673 N HUDSON AVE,"673 N HUDSON AVE Chicago, IL",41.89424515,-87.63992582
429 W SUPERIOR ST,"429 W SUPERIOR ST Chicago, IL",41.89546433,-87.63978306
328 W SUPERIOR ST,"328 W SUPERIOR ST Chicago, IL",41.89560744,-87.63740836
1579 W WARREN BLVD,"1579 W WARREN BLVD Chicago, IL",41.88232585,-87.66610341
343 E CHICAGO AVE,"343 E CHICAGO AVE Chicago, IL",41.89674361,-87.61962296
270 E PEARSON ST,"270 E PEARSON ST Chicago, IL",41.89771288,-87.61895479
233 E DELAWARE PL,"233 E DELAWARE PL Chicago, IL",41.89919993,-87.62064781
257 E DELAWARE PL,"257 E DELAWARE PL Chicago, IL",41.89921137,-87.61984129
246 E WALTON PL,"246 E WALTON PL Chicago, IL",41.90011697,-87.6210343
1015 N RUSH ST,"1015 N RUSH ST Chicago, IL",41.90123837,-87.62765687
1133 N STATE ST,"1133 N STATE ST Chicago, IL",41.90297805,-87.62847381
88 W ELM ST,"88 W ELM ST Chicago, IL",41.90319444,-87.63122172
116 W ELM ST,"116 W ELM ST Chicago, IL",41.90318573,-87.63172579
1467 N CLARK ST,"1467 N CLARK ST Chicago, IL",41.90848775,-87.6315093
1456 W TAYLOR ST,"1456 W TAYLOR ST Chicago, IL",41.86936947,-87.66335575
225 W CHESTNUT ST,"225 W CHESTNUT ST Chicago, IL",41.8981362,-87.63518608
318 W CHESTNUT ST,"318 W CHESTNUT ST Chicago, IL",41.89822644,-87.63644471
933 N ORLEANS ST,"933 N ORLEANS ST Chicago, IL",41.89997401,-87.63722288
1114 N ORLEANS ST,"1114 N ORLEANS ST Chicago, IL",41.90302493,-87.63749605
750 N ORLEANS ST,"750 N ORLEANS ST Chicago, IL",41.89619243,-87.63724046
221 W ERIE ST,"221 W ERIE ST Chicago, IL",41.8939235,-87.63493939
649 W ROOSEVELT RD,"649 W ROOSEVELT RD Chicago, IL",41.86714285,-87.64381588
242 S STATE ST,"242 S STATE ST Chicago, IL",41.87890071,-87.6277725
220 S STATE ST,"220 S STATE ST Chicago, IL",41.87916241,-87.62777946
35 N STATE ST,"35 N STATE ST Chicago, IL",41.88283316,-87.62778091
121 N STATE ST,"121 N STATE ST Chicago, IL",41.88410314,-87.62782046
226 N STATE ST,"226 N STATE ST Chicago, IL",41.88647456,-87.62803242
65 S FRANKLIN ST,"65 S FRANKLIN ST Chicago, IL",41.88152261,-87.63522381
297 E RANDOLPH ST,"297 E RANDOLPH ST Chicago, IL",41.88424927,-87.62082611
108 W ADAMS ST,"108 W ADAMS ST Chicago, IL",41.87945574,-87.63247907
1000 W MADISON ST,"1000 W MADISON ST Chicago, IL",41.88174244,-87.65286542
1006 W MADISON ST,"1006 W MADISON ST Chicago, IL",41.88174644,-87.65293945
1146 W MADISON ST,"1146 W MADISON ST Chicago, IL",41.88172494,-87.65610967
1200 W WASHINGTON BLVD,"1200 W WASHINGTON BLVD Chicago, IL",41.88302544,-87.6577267
845 W RANDOLPH ST,"845 W RANDOLPH ST Chicago, IL",41.88421184,-87.64886034
841 W RANDOLPH ST,"841 W RANDOLPH ST Chicago, IL",41.88421278,-87.64879876
335 E CHICAGO AVE,"335 E CHICAGO AVE Chicago, IL",41.89674182,-87.61975123
381 E CHICAGO AVE,"381 E CHICAGO AVE Chicago, IL",41.89675137,-87.61901361
336 E HURON ST,"336 E HURON ST Chicago, IL",41.89508724,-87.61910395
265 E SUPERIOR ST,"265 E SUPERIOR ST Chicago, IL",41.89572073,-87.62121249
327 E PEARSON ST,"327 E PEARSON ST Chicago, IL",41.8976494,-87.6197523
323 E PEARSON ST,"323 E PEARSON ST Chicago, IL",41.8976494,-87.6197523
281 E PEARSON ST,"281 E PEARSON ST Chicago, IL",41.89758042,-87.62053383
878 N RUSH ST,"878 N RUSH ST Chicago, IL",41.89806556,-87.62630609
888 N RUSH ST,"888 N RUSH ST Chicago, IL",41.89817501,-87.62636082
156 W DIVISION ST,"156 W DIVISION ST Chicago, IL",41.90392494,-87.63381747
230 W DIVISION ST,"230 W DIVISION ST Chicago, IL",41.9039066,-87.6349193
1245 N CLYBOURN AVE,"1245 N CLYBOURN AVE Chicago, IL",41.90463032,-87.64065006
425 W NORTH AVE,"425 W NORTH AVE Chicago, IL",41.910974,-87.63972423
233 W NORTH AVE,"233 W NORTH AVE Chicago, IL",41.91103057,-87.63588425
11 E WALTON ST,"11 E WALTON ST Chicago, IL",41.8998862,-87.62800543
9 W WALTON ST,"9 W WALTON ST Chicago, IL",41.8998747,-87.62866597
844 N HUDSON AVE,"844 N HUDSON AVE Chicago, IL",41.89745307,-87.64000041
848 N SEDGWICK ST,"848 N SEDGWICK ST Chicago, IL",41.8980925,-87.63881301
830 N SEDGWICK ST,"830 N SEDGWICK ST Chicago, IL",41.89781534,-87.63879863
718 N SEDGWICK ST,"718 N SEDGWICK ST Chicago, IL",41.89565668,-87.63863606
739 N KINGSBURY ST,"739 N KINGSBURY ST Chicago, IL",41.89565849,-87.64143045
741 N KINGSBURY ST,"741 N KINGSBURY ST Chicago, IL",41.89568451,-87.64143104
929 N LARRABEE ST,"929 N LARRABEE ST Chicago, IL",41.89885557,-87.64295215
1581 N DAYTON ST,"1581 N DAYTON ST Chicago, IL",41.91053827,-87.64941439
1503 N DAYTON ST,"1503 N DAYTON ST Chicago, IL",41.90866986,-87.64936672
815 W WEED ST,"815 W WEED ST Chicago, IL",41.90980285,-87.64938549
811 W WEED ST,"811 W WEED ST Chicago, IL",41.9097281,-87.6487991
807 W WEED ST,"807 W WEED ST Chicago, IL",41.90980718,-87.64904679
29 E ADAMS ST,"29 E ADAMS ST Chicago, IL",41.87945144,-87.62664281
1050 N ASHLAND AVE,"1050 N ASHLAND AVE Chicago, IL",41.901122,-87.66750898
1038 N ASHLAND AVE,"1038 N ASHLAND AVE Chicago, IL",41.90082717,-87.66750069
810 N ASHLAND AVE,"810 N ASHLAND AVE Chicago, IL",41.89668118,-87.66738648
773 N ASHLAND AVE,"773 N ASHLAND AVE Chicago, IL",41.89591413,-87.66720962
1051 N ASHLAND AVE,"1051 N ASHLAND AVE Chicago, IL",41.90112791,-87.6673552
1103 N ASHLAND AVE,"1103 N ASHLAND AVE Chicago, IL",41.90164176,-87.66736926
1105 N ASHLAND AVE,"1105 N ASHLAND AVE Chicago, IL",41.90170136,-87.6673699
1113 N ASHLAND AVE,"1113 N ASHLAND AVE Chicago, IL",41.9019346,-87.6673769
1137 N ASHLAND AVE,"1137 N ASHLAND AVE Chicago, IL",41.90251912,-87.66739384
1233 N ASHLAND AVE,"1233 N ASHLAND AVE Chicago, IL",41.90444072,-87.66744647
1241 N ASHLAND AVE,"1241 N ASHLAND AVE Chicago, IL",41.90464454,-87.66745311
1321 N ASHLAND AVE,"1321 N ASHLAND AVE Chicago, IL",41.90595685,-87.66748571
1323 N ASHLAND AVE,"1323 N ASHLAND AVE Chicago, IL",41.90598234,-87.66748641
546 N WELLS ST,"546 N WELLS ST Chicago, IL",41.89188688,-87.63415388
58 E WALTON ST,"58 E WALTON ST Chicago, IL",41.90001752,-87.62699279
6 E WALTON ST,"6 E WALTON ST Chicago, IL",41.90000538,-87.62781999
12 E PEARSON ST,"12 E PEARSON ST Chicago, IL",41.89758151,-87.6278173
211 E OHIO ST,"211 E OHIO ST Chicago, IL",41.89250936,-87.62244473
22 W JACKSON BLVD,"22 W JACKSON BLVD Chicago, IL",41.87823744,-87.62794615
220 S CLARK ST,"220 S CLARK ST Chicago, IL",41.87909713,-87.63088869
656 S CANAL ST,"656 S CANAL ST Chicago, IL",41.87371603,-87.63948899
686 S CANAL ST,"686 S CANAL ST Chicago, IL",41.87337221,-87.6394761
740 S CANAL ST,"740 S CANAL ST Chicago, IL",41.87275346,-87.6394525
177 W LAKE ST,"177 W LAKE ST Chicago, IL",41.88567385,-87.63355442
162 N FRANKLIN ST,"162 N FRANKLIN ST Chicago, IL",41.88498787,-87.63547051
1125 S STATE ST,"1125 S STATE ST Chicago, IL",41.86865752,-87.62729661
59 E HARRISON ST,"59 E HARRISON ST Chicago, IL",41.8743539,-87.625827
730 S WABASH AVE,"730 S WABASH AVE Chicago, IL",41.87270771,-87.62603393
734 S WABASH AVE,"734 S WABASH AVE Chicago, IL",41.87266023,-87.62603283
41 E 8TH ST,"41 E 8TH ST Chicago, IL",41.87176885,-87.62670731
890 S STATE ST,"890 S STATE ST Chicago, IL",41.87122433,-87.62767594
63 E 9TH ST,"63 E 9TH ST Chicago, IL",41.8704849,-87.62640568
79 E 9TH ST,"79 E 9TH ST Chicago, IL",41.87048827,-87.62621713
639 S COLUMBUS DR,"639 S COLUMBUS DR Chicago, IL",41.87396563,-87.6205153
242 S COLUMBUS DR,"242 S COLUMBUS DR Chicago, IL",41.87881842,-87.62079925
254 S COLUMBUS DR,"254 S COLUMBUS DR Chicago, IL",41.87872619,-87.62079694
514 S COLUMBUS DR,"514 S COLUMBUS DR Chicago, IL",41.87540441,-87.6206692
600 S COLUMBUS DR,"600 S COLUMBUS DR Chicago, IL",41.87440654,-87.6206692
186 W ADAMS ST,"186 W ADAMS ST Chicago, IL",41.87944344,-87.63351752
704 S LOOMIS ST,"704 S LOOMIS ST Chicago, IL",41.8732138,-87.66183597
237 S FRANKLIN ST,"237 S FRANKLIN ST Chicago, IL",41.87864639,-87.63513828
942 W ROOSEVELT RD,"942 W ROOSEVELT RD Chicago, IL",41.86716291,-87.64986105
1287 W TAYLOR ST,"1287 W TAYLOR ST Chicago, IL",41.86932085,-87.65902882
21 S RACINE AVE,"21 S RACINE AVE Chicago, IL",41.88089196,-87.6570388
1151 W MADISON ST,"1151 W MADISON ST Chicago, IL",41.88153896,-87.65635642
1147 W MADISON ST,"1147 W MADISON ST Chicago, IL",41.88154091,-87.65623053
1017 W MADISON ST,"1017 W MADISON ST Chicago, IL",41.88164185,-87.65220606
917 W RANDOLPH ST,"917 W RANDOLPH ST Chicago, IL",41.88417795,-87.65105814
38 S PEORIA ST,"38 S PEORIA ST Chicago, IL",41.88121482,-87.64976006
849 W MONROE ST,"849 W MONROE ST Chicago, IL",41.8804069,-87.64887685
508 S HALSTED ST,"508 S HALSTED ST Chicago, IL",41.87494778,-87.64722594
1108 W HUBBARD ST,"1108 W HUBBARD ST Chicago, IL",41.89006344,-87.65537015
1116 W HUBBARD ST,"1116 W HUBBARD ST Chicago, IL",41.89006344,-87.6555111
478 S HALSTED ST,"478 S HALSTED ST Chicago, IL",41.87624865,-87.64726577
806 S LOOMIS ST,"806 S LOOMIS ST Chicago, IL",41.87151917,-87.66178308
817 W ROOSEVELT RD,"817 W ROOSEVELT RD Chicago, IL",41.86707985,-87.64808808
55 S FRANKLIN ST,"55 S FRANKLIN ST Chicago, IL",41.88157796,-87.63522507
351 W MADISON ST,"351 W MADISON ST Chicago, IL",41.88187124,-87.63605082
1118 W ROOSEVELT RD,"1118 W ROOSEVELT RD Chicago, IL",41.86707142,-87.65570454
